"","site","date","temp","wind","hum","rad","agg_seven_temp","agg_seven_wind","agg_seven_hum","agg_seven_rad","agg_thirty_temp","agg_thirty_wind","agg_thirty_hum","agg_thirty_rad","Ice","Pond","Open Water","All Water"
"99","beaufo",1999-04-09,-20.2,19.3,772,169,-19.8285714285714,16.0714285714286,784.857142857143,1055.5,-22.2533333333333,20.9433333333333,772.866666666667,4008.7,NA,NA,NA,NA
"100","beaufo",1999-04-10,-22.5,21.7,756,259.8,-19.7142857142857,17.1428571428571,782.142857142857,1076.2,-22.04,21.22,773.333333333333,4226.4,NA,NA,NA,NA
"101","beaufo",1999-04-11,-22.9,29.4,762,270.6,-19.7285714285714,20.5714285714286,781.142857142857,1217.3,-21.85,21.7,773.3,4372.4,NA,NA,NA,NA
"102","beaufo",1999-04-12,-23.3,28.8,749,296.8,-20.0857142857143,23.2714285714286,779,1317.4,-21.84,21.8733333333333,772.433333333333,4667.2,NA,NA,NA,NA
"103","beaufo",1999-04-13,-23.6,11.8,752,295.6,-20.7428571428571,20.4285714285714,769.428571428571,1471.9,-21.8733333333333,21.8366666666667,772.966666666667,4854.3,NA,NA,NA,NA
"104","beaufo",1999-04-14,-23.1,8.4,728,296.7,-21.7714285714286,18.7857142857143,759.142857142857,1721.4,-21.9233333333333,21.72,771.866666666667,5107.5,NA,NA,NA,NA
"105","beaufo",1999-04-15,-23.2,9.3,751,323.1,-22.6857142857143,18.3857142857143,752.857142857143,1911.6,-22.07,21.79,769.033333333333,5407.1,NA,NA,NA,NA
"106","beaufo",1999-04-16,-22.5,29.3,758,351.5,-23.0142857142857,19.8142857142857,750.857142857143,2094.1,-22.1766666666667,22.4533333333333,766.7,5673.1,NA,NA,NA,NA
"107","beaufo",1999-04-17,-19,32.7,781,83.3,-22.5142857142857,21.3857142857143,754.428571428571,1917.6,-22.1466666666667,23.1066666666667,767.8,5658.9,NA,NA,NA,NA
"108","beaufo",1999-04-18,-14.3,37.2,848,9.1,-21.2857142857143,22.5,766.714285714286,1656.1,-21.94,23.86,769.133333333333,5606.9,NA,NA,NA,NA
"109","beaufo",1999-04-19,-10.5,22.5,860,43.7,-19.4571428571429,21.6,782.571428571429,1403,-21.6566666666667,24.1966666666667,770.6,5600.1,NA,NA,NA,NA
"110","beaufo",1999-04-20,-15.1,15.9,749,72.3,-18.2428571428571,22.1857142857143,782.142857142857,1179.7,-21.4233333333333,24.1133333333333,768.633333333333,5519.4,NA,NA,NA,NA
"111","beaufo",1999-04-21,-16.3,20.6,734,58.2,-17.2714285714286,23.9285714285714,783,941.2,-21.3066666666667,24.0833333333333,766.066666666667,5482.5,NA,NA,NA,NA
"112","beaufo",1999-04-22,-17.2,9.5,728,56.6,-16.4142857142857,23.9571428571429,779.714285714286,674.7,-21.19,23.3533333333333,764.466666666667,5396.1,NA,NA,NA,NA
"113","beaufo",1999-04-23,-18,11.6,742,284.8,-15.7714285714286,21.4285714285714,777.428571428571,608,-21.1366666666667,22.3166666666667,763.066666666667,5593.5,NA,NA,NA,NA
"114","beaufo",1999-04-24,-17.9,11.5,735,343.1,-15.6142857142857,18.4,770.857142857143,867.8,-21,21.0433333333333,762.066666666667,5780.1,NA,NA,NA,NA
"115","beaufo",1999-04-25,-18,9.6,768,389.2,-16.1428571428571,14.4571428571429,759.428571428571,1247.9,-20.8033333333333,19.8733333333333,762.833333333333,5976,NA,NA,NA,NA
"116","beaufo",1999-04-26,-18.8,16.1,766,270.6,-17.3285714285714,13.5428571428571,746,1474.8,-20.57,19.2533333333333,764.466666666667,6065.7,NA,NA,NA,NA
"117","beaufo",1999-04-27,-17.6,10.2,710,305.6,-17.6857142857143,12.7285714285714,740.428571428571,1708.1,-20.2666666666667,18.8,764.133333333333,6146.2,NA,NA,NA,NA
"118","beaufo",1999-04-28,-17.6,6.3,714,391.6,-17.8714285714286,10.6857142857143,737.571428571429,2041.5,-19.9566666666667,18.28,763.966666666667,6367.3,NA,NA,NA,NA
"119","beaufo",1999-04-29,-16.9,22.9,788,204.1,-17.8285714285714,12.6,746.142857142857,2189,-19.6866666666667,18.3933333333333,765.166666666667,6341,NA,NA,NA,NA
"120","beaufo",1999-04-30,-15.3,42.8,803,191,-17.4428571428571,17.0571428571429,754.857142857143,2095.2,-19.36,19.1533333333333,767.2,6312.4,NA,NA,NA,NA
"121","beaufo",1999-05-01,-9.7,45.5,875,43.7,-16.2714285714286,21.9142857142857,774.857142857143,1795.8,-18.86,19.8766666666667,771,6148,NA,NA,NA,NA
"122","beaufo",1999-05-02,-7.6,39,886,13,-14.7857142857143,26.1142857142857,791.714285714286,1419.6,-18.3233333333333,20.17,774.566666666667,5909.5,NA,NA,NA,NA
"123","beaufo",1999-05-03,-13,34.5,840,89.2,-13.9571428571429,28.7428571428571,802.285714285714,1238.2,-17.98,20.8466666666667,776.733333333333,5759.6,NA,NA,NA,NA
"124","beaufo",1999-05-04,-12,30.8,779,62.8,-13.1571428571429,31.6857142857143,812.142857142857,995.4,-17.62,21.6933333333333,777.066666666667,5692.9,NA,NA,NA,NA
"125","beaufo",1999-05-05,-12.2,27.1,758,86.4,-12.3857142857143,34.6571428571429,818.428571428571,690.2,-17.3333333333333,22.2666666666667,776.866666666667,5582.6,NA,NA,NA,NA
"126","beaufo",1999-05-06,-8.9,37.2,847,118.7,-11.2428571428571,36.7,826.857142857143,604.8,-16.9966666666667,22.45,777.8,5560.2,NA,NA,NA,NA
"127","beaufo",1999-05-07,-6.3,42.1,755,245.3,-9.95714285714286,36.6,820,659.1,-16.6766666666667,23.19,776.3,5758.3,NA,NA,NA,NA
"128","beaufo",1999-05-08,-8.2,38,827,266.3,-9.74285714285714,35.5285714285714,813.142857142857,881.7,-16.39,24.0533333333333,777.366666666667,5891.7,NA,NA,NA,NA
"129","beaufo",1999-05-09,-7.9,24.7,857,14.2,-9.78571428571428,33.4857142857143,809,882.9,-15.98,24.2333333333333,780.2,5736.9,NA,NA,NA,NA
"130","beaufo",1999-05-10,-5.3,13.8,886,92,-8.68571428571429,30.5285714285714,815.571428571429,885.7,-15.4066666666667,23.97,784.533333333333,5569.1,NA,NA,NA,NA
"131","beaufo",1999-05-11,-4.5,24.4,899,124,-7.61428571428571,29.6142857142857,832.714285714286,946.9,-14.7933333333333,23.8033333333333,789.1,5422.5,NA,NA,NA,NA
"132","beaufo",1999-05-12,-3.6,34.8,929,37.4,-6.38571428571429,30.7142857142857,857.142857142857,897.9,-14.1366666666667,24.0033333333333,795.1,5163.1,NA,NA,NA,NA
"133","beaufo",1999-05-13,-3.7,32,907,49.9,-5.64285714285714,29.9714285714286,865.714285714286,829.1,-13.4733333333333,24.6766666666667,800.266666666667,4917.4,NA,NA,NA,NA
"134","beaufo",1999-05-14,-0.5,16.5,950,197.3,-4.81428571428571,26.3142857142857,893.571428571429,781.1,-12.72,24.9466666666667,807.666666666667,4818,NA,NA,NA,NA
"135","beaufo",1999-05-15,0.4,12.5,893,197.6,-3.58571428571429,22.6714285714286,903,712.4,-11.9333333333333,25.0533333333333,812.4,4692.5,NA,NA,NA,NA
"136","beaufo",1999-05-16,-2.2,15.6,852,66.9,-2.77142857142857,21.3714285714286,902.285714285714,765.1,-11.2566666666667,24.5966666666667,815.533333333333,4407.9,NA,NA,NA,NA
"137","beaufo",1999-05-17,-5.3,16.8,767,41.4,-2.77142857142857,21.8,885.285714285714,714.5,-10.8,24.0666666666667,815.066666666667,4366,NA,NA,NA,NA
"138","beaufo",1999-05-18,-5.6,3.4,689,71.9,-2.92857142857143,18.8,855.285714285714,662.4,-10.51,22.94,809.766666666667,4428.8,NA,NA,NA,NA
"139","beaufo",1999-05-19,-4.9,17.2,777,258.8,-3.11428571428571,16.2857142857143,833.571428571429,883.8,-10.3233333333333,22.7633333333333,807,4643.9,NA,NA,NA,NA
"140","beaufo",1999-05-20,-5,24.6,841,161.6,-3.3,15.2285714285714,824.142857142857,995.5,-9.98666666666667,23.0533333333333,810.066666666667,4733.2,NA,NA,NA,NA
"141","beaufo",1999-05-21,-5.4,20.4,792,172.1,-4,15.7857142857143,801.571428571429,970.3,-9.62333333333333,23.0466666666667,812,4847.1,NA,NA,NA,NA
"142","beaufo",1999-05-22,-4.4,14.3,816,279.8,-4.68571428571429,16.0428571428571,790.571428571429,1052.5,-9.19666666666667,23.2066666666667,814.933333333333,5070.3,NA,NA,NA,NA
"143","beaufo",1999-05-23,-3.4,2.8,828,266.3,-4.85714285714286,14.2142857142857,787.142857142857,1251.9,-8.71,22.9133333333333,817.8,5051.8,NA,NA,NA,NA
"144","beaufo",1999-05-24,-2.5,8.7,704,142,-4.45714285714286,13.0571428571429,778.142857142857,1352.5,-8.19666666666667,22.82,816.766666666667,4850.7,NA,NA,NA,NA
"145","beaufo",1999-05-25,-2.7,21.4,750,83.9,-4.04285714285714,15.6285714285714,786.857142857143,1364.5,-7.68666666666667,23.2133333333333,816.166666666667,4545.4,NA,NA,NA,NA
"146","beaufo",1999-05-26,-2.7,20,731,120.2,-3.72857142857143,16.0285714285714,780.285714285714,1225.9,-7.15,23.3433333333333,815,4395,NA,NA,NA,NA
"147","beaufo",1999-05-27,-2.7,23.6,781,59.1,-3.4,15.8857142857143,771.714285714286,1123.4,-6.65333333333333,23.79,817.366666666667,4148.5,NA,NA,NA,NA
"148","beaufo",1999-05-28,-1.2,31.1,830,338,-2.8,17.4142857142857,777.142857142857,1289.3,-6.10666666666667,24.6166666666667,821.233333333333,4094.9,NA,NA,NA,NA
"149","beaufo",1999-05-29,0.4,21.8,851,71.6,-2.11428571428571,18.4857142857143,782.142857142857,1081.1,-5.53,24.58,823.333333333333,3962.4,NA,NA,NA,NA
"150","beaufo",1999-05-30,0,5.2,857,226.7,-1.62857142857143,18.8285714285714,786.285714285714,1041.5,-5.02,23.3266666666667,825.133333333333,3998.1,NA,NA,NA,NA
"151","beaufo",1999-05-31,-0.8,17.5,863,35,-1.38571428571429,20.0857142857143,809,934.5,-4.72333333333333,22.3933333333333,824.733333333333,3989.4,NA,NA,NA,NA
"152","beaufo",1999-06-01,0.2,14.5,903,29.9,-0.971428571428572,19.1,830.857142857143,880.5,-4.46333333333333,21.5766666666667,825.3,4006.3,NA,NA,NA,NA
"153","beaufo",1999-06-02,0.2,17.5,836,111.1,-0.557142857142857,18.7428571428571,845.857142857143,871.4,-4.02333333333333,21.01,825.166666666667,4028.2,NA,NA,NA,NA
"154","beaufo",1999-06-03,0.2,34.4,901,27.2,-0.142857142857143,20.2857142857143,863,839.5,-3.61666666666667,21.13,829.233333333333,3992.6,NA,NA,NA,NA
"155","beaufo",1999-06-04,1.3,27.9,929,76.9,0.214285714285714,19.8285714285714,877.142857142857,578.4,-3.16666666666667,21.1566666666667,834.933333333333,3983.1,NA,NA,NA,NA
